Gene_Name	Drug_Name	Interaction_Type	Source	Gene_Categories
BCL2	Docetaxel		DrugBank	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	URSODEOXYCHOLIC ACID		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	VALPROIC ACID		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	DES		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ESTRAMUSTINE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	DHA-paclitaxel		DrugBank	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	TENIPOSIDE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	CA4P		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	HYPOXANTHINE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ISOTRETINOIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	13-CIS-RETINOIC ACID		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OXALIPLATIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	OXALIPLATIN		ClearityFoundationBiomarkers	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	C5A		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ATRA		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	PHENYLBUTYRATE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	HYDROQUINONE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ETOPOSIDE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	MILATAXEL		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	RIBAVIRIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	RIBAVIRIN		PharmGKB	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	METHYLPREDNISOLONE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	MITOXANTRONE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	FAS LIGAND		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	EMD 121974		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	CILENGITIDE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ORTATAXEL		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	STREPTOZOTOCIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	DDTC		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	MCI-186		TTD	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	PENTOXIFYLLINE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	5-FLUORODEOXYURIDINE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	TAZAROTENE		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	DOXORUBICIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	E7389		DrugBank	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	DOLASTATIN 10		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	PMSG		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	EPIRUBICIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	5-AMINOLAEVULINIC ACID		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ANG1005		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	BEAUVERICIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	TESETAXEL		TdgClinicalTrial	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
BCL2	ERYTHROMYCIN		NCI	Clinically actionable,drug resistance,druggable genome,transcription factor binding,transporter,tumor suppressor
ACADM	Flavin adenine dinucleotide		DrugBank	
ACADM	Octanoyl-Coenzyme A		DrugBank	
KYAT3	Pyridoxal Phosphate	cofactor	DrugBank	
KYAT3	L-Glutamic Acid		DrugBank	
S100A10	DEXAMETHASONE		NCI	Drug resistance
PPID	SCY-635		TdgClinicalTrial	Druggable genome,transcription factor binding
CYP3A5	RITONAVIR		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	RITONAVIR	inhibitor	GuideToPharmacologyInteractions	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	COBICISTAT	inhibitor	ChemblInteractions	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	BUSPIRONE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CLARITHROMYCIN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	PREDNISOLONE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CAFFEINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ISOPROPANOL		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	TELITHROMYCIN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ALPRAZOLAM		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	DILTIAZEM		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CARBAMAZEPINE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CARBAMAZEPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	FINASTERIDE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	INDINAVIR		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ONDANSETRON		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	NATEGLINIDE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	METHADONE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	LERCANIDIPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	TERFENADINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	VARDENAFIL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	SIROLIMUS		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ATROPINE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CISAPRIDE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	AMPRENAVIR		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	PROGESTERONE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	COCAINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CODEINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ALFENTANIL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	Prasugrel		FDA	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	LIDOCAINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	LEVOMETHADYL ACETATE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	TRIAZOLAM		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	PHENYTOIN		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	GEFITINIB		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	DOMPERIDONE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ASTEMIZOLE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	DOCETAXEL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	PIMOZIDE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	PROPRANOLOL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	SAQUINAVIR		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	VERAPAMIL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	NITRENDIPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	SALMETEROL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CICLOSPORIN		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	EPLERENONE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	CILOSTAZOL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	DIAZEPAM		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	TESMILIFENE		TdgClinicalTrial	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	PACLITAXEL		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	PACLITAXEL		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	NISOLDIPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	DEXTROMETHORPHAN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	NIFEDIPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	FELODIPINE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ARIPIPRAZOLE		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ERLOTINIB		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	Paliperidone		DrugBank	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	ZALEPLON		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	SIMVASTATIN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	SIMVASTATIN		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	L-TRIIODOTHYRONINE		NCI	Cytochrome p450,drug metabolism,druggable genome
CYP3A5	LOVASTATIN		PharmGKB	Cytochrome p450,drug metabolism,druggable genome
CYP3A7	COBICISTAT	inhibitor	ChemblInteractions	Cytochrome p450,druggable genome
CYP3A7	QUININE		NCI	Cytochrome p450,druggable genome
CYP3A7	MELATONIN		NCI	Cytochrome p450,druggable genome
CYP3A7	WARFARIN		NCI	Cytochrome p450,druggable genome
CYP3A7	MICONAZOLE		NCI	Cytochrome p450,druggable genome
CYP3A7	TESMILIFENE		TdgClinicalTrial	Cytochrome p450,druggable genome
CYP3A7	CORTISONE ACETATE		PharmGKB	Cytochrome p450,druggable genome
AKR1C3	4-Androstenedione	inducer	DrugBank	Druggable genome
AKR1C3	TOLFENAMIC ACID	inhibitor	GuideToPharmacologyInteractions	Druggable genome
AKR1C3	Bimatoprost		DrugBank	Druggable genome
AKR1C3	Rutin		DrugBank	Druggable genome
AKR1C3	TESTOSTERONE		NCI	Druggable genome
AKR1C3	(5e,13e)-9,15-Dihydroxy-11-Oxoprosta-5,13-Dien-1-Oicacid		DrugBank	Druggable genome
AKR1C3	2'-Monophosphoadenosine 5'-Diphosphoribose		DrugBank	Druggable genome
AKR1C3	3-CARBOXAMIDO-1,3,5(10)-ESTRATRIEN-17(R)-SPIRO-2'(5',5'-DIMETHYL-6'OXO)TETRAHYDROPYRAN		DrugBank	Druggable genome
AKR1C3	Flufenamic Acid		DrugBank	Druggable genome
AKR1C3	NADH		DrugBank	Druggable genome
SCD	CLOFIBRATE		NCI	Druggable genome
SCD	COLCHICINE		NCI	Druggable genome
SCD	ROSIGLITAZONE		NCI	Druggable genome
SCD	VITAMIN A		NCI	Druggable genome
HK1	Beta-D-Glucose		DrugBank	Kinase
HK1	Phosphoaminophosphonic Acid-Adenylate Ester		DrugBank	Kinase
HK1	alpha-D-glucose 6-phosphate		DrugBank	Kinase
SGPL1	Pyridoxal Phosphate	cofactor	DrugBank	Druggable genome
FADS1	Alpha-Linolenic Acid	ligand	DrugBank	
FADS1	Icosapent	agonist	DrugBank	
FADS2	Alpha-Linolenic Acid	ligand	DrugBank	
DDB1	THALIDOMIDE	inhibitor	ChemblInteractions	Dna repair,histone modification,tumor suppressor
DDB1	LENALIDOMIDE	inhibitor	ChemblInteractions	Dna repair,histone modification,tumor suppressor
DDB1	POMALIDOMIDE	inhibitor	ChemblInteractions	Dna repair,histone modification,tumor suppressor
GANAB	Miglitol	antagonist	DrugBank	Druggable genome
INCENP	N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine		DrugBank	
ACADS	NADH		DrugBank	
ACADS	Flavin adenine dinucleotide		DrugBank	
C12ORF43	RIBAVIRIN		PharmGKB	
C12ORF43	PEGINTERFERON ALFA-2B		PharmGKB	
LIPC	HEMOCLAR		NCI	Druggable genome,lipase,phospholipase
LIPC	ETHANOL		NCI	Druggable genome,lipase,phospholipase
LIPC	HEPARIN		NCI	Druggable genome,lipase,phospholipase
LIPC	ATORVASTATIN		NCI	Druggable genome,lipase,phospholipase
ALDH1A2	RETINOIDS		NCI	Druggable genome
ALDH1A2	Vitamin A		DrugBank	Druggable genome
ALDH1A2	RETINOL		NCI	Druggable genome
ALDH1A2	VITAMIN A		NCI	Druggable genome
ALDH1A2	Tretinoin		DrugBank	Druggable genome
ALDH1A2	RETINOIC ACID		NCI	Druggable genome
ALDH1A2	NADH		DrugBank	Druggable genome
ALDH1A2	BISPHOSPHONATES		PharmGKB	Druggable genome
CPQ	L-Glutamic Acid		DrugBank	Druggable genome,neutral zinc metallopeptidase,protease
PDXDC1	Pyridoxal Phosphate	cofactor	DrugBank	Druggable genome
SLC5A11	PHLORIZIN	inhibitor	GuideToPharmacologyInteractions	Druggable genome,transporter
ISYNA1	Glycerol		DrugBank	
APOE	HMG COA REDUCTASE INHIBITORS		PharmGKB	Druggable genome,kinase,serine threonine kinase,transporter
APOE	TROGLITAZONE		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	RETINOIC ACID		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	GANCICLOVIR		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	TRIAMCINOLONE		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	Human Serum Albumin		DrugBank	Druggable genome,kinase,serine threonine kinase,transporter
APOE	STAUROSPORINE		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	GINKGO BILOBA		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	IRBESARTAN		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	VITAMIN E		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	SIMVASTATIN		PharmGKB	Druggable genome,kinase,serine threonine kinase,transporter
APOE	LORAZEPAM		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	PREDNISONE		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	LUTEIN		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	BUTHIONINE SULFOXIMINE		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	RITONAVIR		PharmGKB	Druggable genome,kinase,serine threonine kinase,transporter
APOE	INTRALIPID		NCI	Druggable genome,kinase,serine threonine kinase,transporter
APOE	HUMAN CHORIONIC GONADOTROPIN		NCI	Druggable genome,kinase,serine threonine kinase,transporter
RYR1	DANTROLENE SODIUM	antagonist	ChemblInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	Suramin	agonist	DrugBank	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	SURAMIN	activator	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	ATP	activator	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	CAFFEINE	activator	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	CA2+	antagonist,activator	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	RYANODINE	activator,channel blocker	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	DANTROLENE	antagonist	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	DANTROLENE		TdgClinicalTrial	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	DANTROLENE		TEND	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	MG2+	antagonist	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	PROCAINE	channel blocker	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
RYR1	RUTHENIUM RED	channel blocker	GuideToPharmacologyInteractions	B30_2 spry domain,druggable genome,ion channel,transporter
SULT2A1	METHOTREXATE		NCI	Druggable genome
SULT2A1	OXANDROLONE		NCI	Druggable genome
SULT2A1	Mercury Diiodide		DrugBank	Druggable genome
SULT2A1	Adenosine-3'-5'-Diphosphate		DrugBank	Druggable genome
SULT2A1	Prasterone		DrugBank	Druggable genome
SULT2A1	Aetiocholanolone		DrugBank	Druggable genome
MYO9B	WORTMANNIN		NCI	
MYO9B	TESTOSTERONE		NCI	
MYO9B	CAPTOPRIL		NCI	
MYO9B	BCM		NCI	
MYO9B	FELODIPINE		NCI	
MYO9B	CAFFEINE		NCI	
MYO9B	NIFEDIPINE		NCI	
MYO9B	STREPTOZOTOCIN		NCI	
MYO9B	DIBUCAINE		NCI	
MYO9B	PROPYLTHIOURACIL		NCI	
MYO9B	SALT		NCI	
SPTLC3	Pyridoxal Phosphate	cofactor	DrugBank	
SPTLC3	MYRIOCIN	inhibitor	GuideToPharmacologyInteractions	
GMPR	Guanosine-5'-Monophosphate		DrugBank	Druggable genome
NT5E	Pentoxifylline	inhibitor	DrugBank	Cell surface,druggable genome
NT5E	αβ-METHYLENEADP	inhibitor	GuideToPharmacologyInteractions	Cell surface,druggable genome
NT5E	INOSITOL		NCI	Cell surface,druggable genome
NT5E	CAPSAICIN		NCI	Cell surface,druggable genome
NT5E	DIAZOXIDE		NCI	Cell surface,druggable genome
NT5E	TINIDAZOLE		NCI	Cell surface,druggable genome
NT5E	VESNARINONE		NCI	Cell surface,druggable genome
NT5E	RESERPINE		NCI	Cell surface,druggable genome
NT5E	CLOZAPINE		NCI	Cell surface,druggable genome
NT5E	C5A		NCI	Cell surface,druggable genome
NT5E	LOVASTATIN		NCI	Cell surface,druggable genome
NT5E	CETUXIMAB		CIViC	Cell surface,druggable genome
NT5E	DOXORUBICIN		NCI	Cell surface,druggable genome
NT5E	HALOPERIDOL		NCI	Cell surface,druggable genome
NT5E	IMMUNOMODULATORS		NCI	Cell surface,druggable genome
NT5E	SULFASALAZINE		NCI	Cell surface,druggable genome
NT5E	ERYTHROPOIETIN		NCI	Cell surface,druggable genome
KCNQ5	FLINDOKALNER	activator	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
KCNQ5	FLINDOKALNER	activator	ChemblInteractions	Druggable genome,ion channel,transporter
KCNQ5	Ezogabine		DrugBank	Druggable genome,ion channel,transporter
KCNQ5	RETIGABINE	activator	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
KCNQ5	RETIGABINE		TdgClinicalTrial	Druggable genome,ion channel,transporter
KCNQ5	EZOGABINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
KCNQ5	(S)-N-[1-(3-MORPHOLIN-4-YL-PHENYL)-ETHYL]-3-PHENYL-ACRYLAMIDE	activator	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
KCNQ5	LINOPIRDINE	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
KCNQ5	XE991	channel blocker	GuideToPharmacologyInteractions	Druggable genome,ion channel,transporter
KCNQ5	DALFAMPRIDINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
KCNQ5	GUANIDINE HYDROCHLORIDE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
KCNQ5	TEDISAMIL	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
KCNQ5	NERISPIRDINE	blocker	ChemblInteractions	Druggable genome,ion channel,transporter
KCNQ5	CELECOXIB		PharmGKB	Druggable genome,ion channel,transporter
TYMP	TIPIRACIL HYDROCHLORIDE	inhibitor	ChemblInteractions	Druggable genome,growth factor
TYMP	MPA		NCI	Druggable genome,growth factor
TYMP	5-DEOXY-5-FLUOROURIDINE		NCI	Druggable genome,growth factor
TYMP	SULFASALAZINE		NCI	Druggable genome,growth factor
TYMP	FLUOROURACIL		NCI	Druggable genome,growth factor
TYMP	FLUOROURACIL		PharmGKB	Druggable genome,growth factor
TYMP	5-Chloro-6-[(2-Iminopyrrolidin-1-Yl)Methyl]Pyrimidine-2,4(1h,3h)-Dione		DrugBank	Druggable genome,growth factor
CPT1B	PERHEXILINE	inhibitor	TTD	Druggable genome
CPT1B	L-CARNITINE	activator	TTD	Druggable genome
ALPL	LEVAMISOLE	inhibitor	TTD	Druggable genome
ALPL	RETINOIC ACID		NCI	Druggable genome
GADL1	Pyridoxal Phosphate	cofactor	DrugBank	Druggable genome
F11	Coagulation Factor IX (Recombinant)	ligand	DrugBank	Druggable genome,protease
F11	ALPHA-KETOTHIAZOLE ANALOGUE 36	inhibitor	GuideToPharmacologyInteractions	Druggable genome,protease
F11	C1 Esterase Inhibitor (Human)	inhibitor	DrugBank	Druggable genome,protease
F11	C1 Esterase Inhibitor (Recombinant)	inhibitor	DrugBank	Druggable genome,protease
F11	DEXTRAN SULFATE		NCI	Druggable genome,protease
F11	THROMBIN		NCI	Druggable genome,protease
F12	METHYL 5-[(4-TERT-BUTYLBENZOYL)AMINO]-2H-1,2,4-TRIAZOLE-3-CARBOXYLATE	inhibitor	GuideToPharmacologyInteractions	Druggable genome,protease
F12	C1 Esterase Inhibitor (Human)	inhibitor	DrugBank	Druggable genome,protease
F12	C1 Esterase Inhibitor (Recombinant)	inhibitor	DrugBank	Druggable genome,protease
F12	Ethanolamine Oleate	activator	DrugBank	Druggable genome,protease
VDR	ILX23-7553	agonist	ChemblInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	1,25-DIHYDROXYVITAMIN D3		PharmGKB	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCITRIOL		PharmGKB	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	Calcitriol	antagonist	DrugBank	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCITRIOL		NCI	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	1,25-DIHYDROXYVITAMIN D3	agonist	GuideToPharmacologyInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCITRIOL		TEND	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCITRIOL		TdgClinicalTrial	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCITRIOL	agonist	ChemblInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCITRIOL	antagonist	TTD	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	ERGOCALCIFEROL	agonist	ChemblInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	Ergocalciferol	agonist	DrugBank	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	ERGOCALCIFEROL	antagonist	TTD	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	ERGOCALCIFEROL		TEND	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	ERGOCALCIFEROL		TdgClinicalTrial	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CHOLECALCIFEROL	binder	TTD	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	Cholecalciferol	agonist	DrugBank	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CHOLECALCIFEROL	agonist	ChemblInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	Paricalcitol	agonist	DrugBank	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	PARICALCITOL	agonist	GuideToPharmacologyInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	PARICALCITOL	agonist	ChemblInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	PARICALCITOL		TdgClinicalTrial	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	PARICALCITOL	agonist	TTD	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	PARICALCITOL		TEND	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DIHYDROTACHYSTEROL		TEND	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	Dihydrotachysterol	agonist	DrugBank	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DIHYDROTACHYSTEROL	antagonist	TTD	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DIHYDROTACHYSTEROL		TdgClinicalTrial	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	Alfacalcidol	agonist	DrugBank	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	Doxercalciferol	suppressor	DrugBank	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DOXERCALCIFEROL	agonist	GuideToPharmacologyInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DOXERCALCIFEROL	antagonist	TTD	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DOXERCALCIFEROL	agonist	ChemblInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DOXERCALCIFEROL		TdgClinicalTrial	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	2MD	agonist	GuideToPharmacologyInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	DP001	agonist	ChemblInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	3-KETO-LITHOCHOLIC ACID	agonist	GuideToPharmacologyInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCIPOTRIOL	agonist	GuideToPharmacologyInteractions	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
VDR	CALCIPOTRIOL		TdgClinicalTrial	Druggable genome,nuclear hormone receptor,transcription factor binding,transcription factor complex
